OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityStartDate,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-26-STC-OFF8,Sample-Routine,9/26/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-OFF8,STC-OFF8,17.65677,-64.85022,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-24-STC-1,Sample-Routine,5/24/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-1,Altona Lagoon Recreation Beach,17.75348,-64.69495,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-04-02-STC-34,Sample-Routine,4/2/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-34,St. Croix by the Sea,17.76739,-64.73452,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-12-STC-27,Sample-Routine,9/12/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-27,Sandy Point Public Beach,17.69203,-64.89365,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-29-STC-OFF7,Sample-Routine,5/29/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-OFF7,STC-OFF7,17.79999,-64.81935,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-21-STC-32,Sample-Routine,5/21/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-32,Cane Bay,17.77334,-64.81166,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-03-29-STC-39-QA,Quality Control Sample-Field Replicate,3/29/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-39,Altona Lagoon Inlet,17.75016,-64.69648,Fecal Coliform,2,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-04-02-STC-OFF11,Sample-Routine,4/2/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-OFF11,STC-OFF11,17.66099,-64.92943,Fecal Coliform,1,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-03-29-STC-47-QA,Quality Control Sample-Field Replicate,3/29/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-47,Mill Harbor Condominium Beach,17.75565,-64.72023,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-07-10-STC-17,Sample-Routine,7/10/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-17,"HOVENSA West Turning Basin, NW Corner",17.69895,-64.75402,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-26-STC-35,Sample-Routine,9/26/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-35,Long Reef Forereef West,17.76478,-64.7296,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-05-STC-OFF5,Sample-Routine,9/5/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-OFF5,STC-OFF5,17.64576,-64.76875,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-03-28-STC-33,Sample-Routine,3/28/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-33,Salt River Marina,17.77517,-64.76183,Fecal Coliform,24,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-22-STC-15,Sample-Routine,5/22/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-15,Cane Garden Bay,17.7,-64.73853,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-03-28-STC-9,Sample-Routine,3/28/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-9,St. Croix Yacht Club Beach,17.75565,-64.60233,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-05-STC-OFF6,Sample-Routine,9/5/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-OFF6,STC-OFF6,17.67364,-64.65002,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-06-26-STC-4,Sample-Routine,6/26/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-4,Tamarind Reef Lagoon,17.75988,-64.66842,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-04-03-STC-13A,Sample-Routine,4/3/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-13A,Great Pond Bay,17.72019,-64.65362,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-21-STC-37,Sample-Routine,5/21/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-37,Christiansted Harbor Entrance West,17.75532,-64.70028,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-26-STC-34,Sample-Routine,9/26/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-34,St. Croix by the Sea,17.76739,-64.73452,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-22-STC-12,Sample-Routine,5/22/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-12,Grapetree Bay (Divi Hotel),17.74391,-64.60155,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-24-STC-39,Sample-Routine,5/24/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-39,Altona Lagoon Inlet,17.75016,-64.69648,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-24-STC-41,Sample-Routine,5/24/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-41,Gallows Bay,17.74657,-64.69841,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-24-STC-41,Sample-Routine,5/24/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-41,Gallows Bay,17.74657,-64.69841,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-03-29-STC-46,Sample-Routine,3/29/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-46,WAPA Intake,17.75073,-64.71278,Fecal Coliform,1,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-26-STC-49,Sample-Routine,9/26/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-49,Long Reef Back Reef East,17.75378,-64.70412,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-12-STC-21,Sample-Routine,9/12/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-21,Spoils Island (Ruth Island),17.68545,-64.76471,Fecal Coliform,1,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-11-STC-11B,Sample-Routine,9/11/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-11B,"Isaac Bay, Fore reef",17.74613,-64.5799,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-29-STC-22A,Sample-Routine,5/29/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-22A,Treatment Plant (POTW) Outfall,17.67218,-64.77294,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-06-26-STC-41_QA,Quality Control Sample-Field Replicate,6/26/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-41,Gallows Bay,17.74657,-64.69841,Fecal Coliform,1,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-06-25-STC-29,Sample-Routine,6/25/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-29,Frederiksted Public Beach,17.7162,-64.88443,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-12-STC-33B,Sample-Routine,9/12/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-33B,Salt River Bay,17.77513,-64.758,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-03-28-STC-10,Sample-Routine,3/28/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-10,Cottongarden Bay (Cramer's Park),17.75918,-64.5862,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-05-STC-22A-QA,Quality Control Sample-Field Replicate,9/5/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-22A,Treatment Plant (POTW) Outfall,17.67218,-64.77294,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-24-STC-46,Sample-Routine,5/24/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-46,WAPA Intake,17.75073,-64.71278,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-06-25-STC-34-QA,Quality Control Sample-Field Replicate,6/25/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-34,St. Croix by the Sea,17.76739,-64.73452,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-06-26-STC-48,Sample-Routine,6/26/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-48,Long Reef Back Reef West,17.75947,-64.72392,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-13-STC-10,Sample-Routine,9/13/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-10,Cottongarden Bay (Cramer's Park),17.75918,-64.5862,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-13-STC-39,Sample-Routine,9/13/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-39,Altona Lagoon Inlet,17.75016,-64.69648,Fecal Coliform,4,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-06-26-STC-5,Sample-Routine,6/26/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-5,Green Cay Beach,17.76176,-64.66693,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-05-STC-21,Sample-Routine,9/5/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-21,Spoils Island (Ruth Island),17.68545,-64.76471,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-06-25-STC-32,Sample-Routine,6/25/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-32,Cane Bay,17.77334,-64.81166,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-26-STC-46-QA,Quality Control Sample-Field Replicate,9/26/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-46,WAPA Intake,17.75073,-64.71278,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-21-STC-34,Sample-Routine,5/21/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-34,St. Croix by the Sea,17.76739,-64.73452,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-04-02-STC-36,Sample-Routine,4/2/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-36,Long Reef Fore reef East,17.76028,-64.70103,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-12-STC-22A,Sample-Routine,9/12/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-22A,Treatment Plant (POTW) Outfall,17.67218,-64.77294,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-22-STC-21,Sample-Routine,5/22/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-21,Spoils Island (Ruth Island),17.68545,-64.76471,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-26-STC-46,Sample-Routine,9/26/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-46,WAPA Intake,17.75073,-64.71278,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-03-29-STC-39,Sample-Routine,3/29/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-39,Altona Lagoon Inlet,17.75016,-64.69648,Fecal Coliform,20,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-07-10-STC-15,Sample-Routine,7/10/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-15,Cane Garden Bay,17.7,-64.73853,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-22-STC-13B,Sample-Routine,5/22/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-13B,Robin Bay,17.72259,-64.63396,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-04-02-STC-27,Sample-Routine,4/2/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-27,Sandy Point Public Beach,17.69203,-64.89365,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-29-STC-24B-QA,Quality Control Sample-Field Replicate,5/29/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-24B,Rum Plant Outfall,17.67998,-64.82256,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-06-26-STC-10,Sample-Routine,6/26/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-10,Cottongarden Bay (Cramer's Park),17.75918,-64.5862,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-21-STC-33B,Sample-Routine,5/21/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-33B,Salt River Bay,17.77513,-64.758,Fecal Coliform,3,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-26-STC-48,Sample-Routine,9/26/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-48,Long Reef Back Reef West,17.75947,-64.72392,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-26-STC-36,Sample-Routine,9/26/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-36,Long Reef Fore reef East,17.76028,-64.70103,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-11-STC-19,Sample-Routine,9/11/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-19,Krause Lagoon Channel,17.69438,-64.76388,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-06-26-STC-3,Sample-Routine,6/26/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-3,Buccaneer Hotel,17.75733,-64.68282,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-24-STC-42,Sample-Routine,5/24/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-42,Public Wharf,17.74748,-64.70303,Fecal Coliform,17,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-12-STC-24B,Sample-Routine,9/12/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-24B,Rum Plant Outfall,17.67998,-64.82256,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-12-STC-31_QA,Quality Control Sample-Field Replicate,9/12/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-31,Davis Bay,17.76322,-64.83249,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-06-26-STC-7,Sample-Routine,6/26/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-7,Buck Island Anchorage,17.78982,-64.61367,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-21-STC-30,Sample-Routine,5/21/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-30,Sprat Hall Beach,17.7356,-64.89095,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-26-STC-45,Sample-Routine,9/26/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-45,Christiansted Harbor,17.75003,-64.70547,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-11-STC-20,Sample-Routine,9/11/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-20,Alumina Plant Dock,17.70788,-64.7712,Fecal Coliform,1,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-21-STC-33,Sample-Routine,5/21/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-33,Salt River Marina,17.77517,-64.76183,Fecal Coliform,40,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-04-02-STC-OFF7,Sample-Routine,4/2/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-OFF7,STC-OFF7,17.79999,-64.81935,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-24-STC-43,Sample-Routine,5/24/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-43,Water Gut Storm Drain,17.74886,-64.71066,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-22-STC-20,Sample-Routine,5/22/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-20,Alumina Plant Dock,17.70788,-64.7712,Fecal Coliform,5,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-06-25-STC-38,Sample-Routine,6/25/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-38,Christiansted Harbor Entrance East,17.75737,-64.69515,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-24-STC-44,Sample-Routine,5/24/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-44,Protestant Cay Beach,17.74927,-64.70378,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-12-STC-29,Sample-Routine,9/12/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-29,Frederiksted Public Beach,17.7162,-64.88443,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-04-02-STC-35A-QA,Quality Control Sample-Field Replicate,4/2/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-35A,LBJ (Pump Station) Outfall,17.75938,-64.71495,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-06-26-STC-39,Sample-Routine,6/26/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-39,Altona Lagoon Inlet,17.75016,-64.69648,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-03-29-STC-40,Sample-Routine,3/29/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-40,St. Croix Marine,17.74822,-64.69848,Fecal Coliform,13,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-07-10-STC-13A,Sample-Routine,7/10/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-13A,Great Pond Bay,17.72019,-64.65362,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-22-STC-15A,Sample-Routine,5/22/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-15A,Canegarden Bay,17.6927,-64.73153,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-06-25-STC-36,Sample-Routine,6/25/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-36,Long Reef Fore reef East,17.76028,-64.70103,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-04-03-STC-12-QA,Quality Control Sample-Field Replicate,4/3/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-12,Grapetree Bay (Divi Hotel),17.74391,-64.60155,Fecal Coliform,3,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-12-STC-32,Sample-Routine,9/12/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-32,Cane Bay,17.77334,-64.81166,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-13-STC-5-QA,Quality Control Sample-Field Replicate,9/13/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-5,Green Cay Beach,17.76176,-64.66693,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-04-03-STC-12,Sample-Routine,4/3/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-12,Grapetree Bay (Divi Hotel),17.74391,-64.60155,Fecal Coliform,1,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-26-STC-42,Sample-Routine,9/26/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-42,Public Wharf,17.74748,-64.70303,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-04-02-STC-27-QA,Quality Control Sample-Field Replicate,4/2/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-27,Sandy Point Public Beach,17.69203,-64.89365,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-03-28-STC-8,Sample-Routine,3/28/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-8,Reef Club Beach,17.75715,-64.60885,Fecal Coliform,3,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-24-STC-45,Sample-Routine,5/24/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-45,Christiansted Harbor,17.75003,-64.70547,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-06-25-STC-28,Sample-Routine,6/25/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-28,Frederiksted Pier,17.71382,-64.88415,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-07-10-STC-15A,Sample-Routine,7/10/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-15A,Canegarden Bay,17.6927,-64.73153,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-04-03-STC-15A,Sample-Routine,4/3/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-15A,Canegarden Bay,17.6927,-64.73153,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-07-10-STC-14A,Sample-Routine,7/10/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-14A,Halfpenny Bay u Manchenil,17.70313,-64.70725,Fecal Coliform,4,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-24-STC-47,Sample-Routine,5/24/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-47,Mill Harbor Condominium Beach,17.75565,-64.72023,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-07-10-STC-12,Sample-Routine,7/10/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-12,Grapetree Bay (Divi Hotel),17.74391,-64.60155,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-22-STC-13A,Sample-Routine,5/22/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-13A,Great Pond Bay,17.72019,-64.65362,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-12-STC-31,Sample-Routine,9/12/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-31,Davis Bay,17.76322,-64.83249,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-21-STC-36,Sample-Routine,5/21/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-36,Long Reef Fore reef East,17.76028,-64.70103,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-11-STC-13A,Sample-Routine,9/11/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-13A,Great Pond Bay,17.72019,-64.65362,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-04-03-STC-16,Sample-Routine,4/3/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-16,"HOVENSA East Turning Basin, NW Corner",17.7001,-64.74868,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-06-25-STC-35A,Sample-Routine,6/25/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-35A,LBJ (Pump Station) Outfall,17.75938,-64.71495,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-03-28-STC-31-QA,Quality Control Sample-Field Replicate,3/28/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-31,Davis Bay,17.76322,-64.83249,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-11-STC-13B,Sample-Routine,9/11/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-13B,Robin Bay,17.72259,-64.63396,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-04-03-STC-11B,Sample-Routine,4/3/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-11B,"Isaac Bay, Fore reef",17.74613,-64.5799,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-12-STC-33A,Sample-Routine,9/12/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-33A,Salt River (Columbus Landing Beach),17.77992,-64.7586,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-03-28-STC-33B,Sample-Routine,3/28/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-33B,Salt River Bay,17.77513,-64.758,Fecal Coliform,19,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-05-STC-OFF12,Sample-Routine,9/5/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-OFF12,STC-OFF12,17.81274,-64.76621,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-07-10-STC-19,Sample-Routine,7/10/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-19,Krause Lagoon Channel,17.69438,-64.76388,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-12-STC-30,Sample-Routine,9/12/12,,1,Ambient St Croix;EPA Beach,USVIST_WQX-STC-30,Sprat Hall Beach,17.7356,-64.89095,Fecal Coliform,0,#/100ml
